,Species,gps,Year,septempunctata_2007_18km,septempunctata_2008_18km,septempunctata_2009_18km,septempunctata_2010_18km,septempunctata_2011_18km,septempunctata_2012_18km,septempunctata_2013_18km,septempunctata_2014_18km,septempunctata_2015_18km,septempunctata_2016_18km,septempunctata_2017_18km,septempunctata_2018_18km,septempunctata_2019_18km,septempunctata_2020_18km,septempunctata_2021_18km,axyridis_2007_18km,axyridis_2008_18km,axyridis_2009_18km,axyridis_2010_18km,axyridis_2011_18km,axyridis_2012_18km,axyridis_2013_18km,axyridis_2014_18km,axyridis_2015_18km,axyridis_2016_18km,axyridis_2017_18km,axyridis_2018_18km,axyridis_2019_18km,axyridis_2020_18km,axyridis_2021_18km,californica_2007_18km,californica_2008_18km,californica_2009_18km,californica_2010_18km,californica_2011_18km,californica_2012_18km,californica_2013_18km,californica_2014_18km,californica_2015_18km,californica_2016_18km,californica_2017_18km,californica_2018_18km,californica_2019_18km,californica_2020_18km,californica_2021_18km,polita_2007_18km,polita_2008_18km,polita_2009_18km,polita_2010_18km,polita_2011_18km,polita_2012_18km,polita_2013_18km,polita_2014_18km,polita_2015_18km,polita_2016_18km,polita_2017_18km,polita_2018_18km,polita_2019_18km,polita_2020_18km,polita_2021_18km,munda_2007_18km,munda_2008_18km,munda_2009_18km,munda_2010_18km,munda_2011_18km,munda_2012_18km,munda_2013_18km,munda_2014_18km,munda_2015_18km,munda_2016_18km,munda_2017_18km,munda_2018_18km,munda_2019_18km,munda_2020_18km,munda_2021_18km,maculata_2007_18km,maculata_2008_18km,maculata_2009_18km,maculata_2010_18km,maculata_2011_18km,maculata_2012_18km,maculata_2013_18km,maculata_2014_18km,maculata_2015_18km,maculata_2016_18km,maculata_2017_18km,maculata_2018_18km,maculata_2019_18km,maculata_2020_18km,maculata_2021_18km,convergens_2007_18km,convergens_2008_18km,convergens_2009_18km,convergens_2010_18km,convergens_2011_18km,convergens_2012_18km,convergens_2013_18km,convergens_2014_18km,convergens_2015_18km,convergens_2016_18km,convergens_2017_18km,convergens_2018_18km,convergens_2019_18km,convergens_2020_18km,convergens_2021_18km,variegata_2007_18km,variegata_2008_18km,variegata_2009_18km,variegata_2010_18km,variegata_2011_18km,variegata_2012_18km,variegata_2013_18km,variegata_2014_18km,variegata_2015_18km,variegata_2016_18km,variegata_2017_18km,variegata_2018_18km,variegata_2019_18km,variegata_2020_18km,variegata_2021_18km
209,Coccinella trifasciata,"(44.7476806640625, -72.17601776123047)",2013,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,2,1,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
210,Coccinella trifasciata,"(42.9346694, -85.336853)",2013,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
211,Coccinella trifasciata,"(44.763536, -72.147131)",2013,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
212,Coccinella trifasciata,"(43.0201988, -78.50238)",2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213,Coccinella trifasciata,"(49.6279, -110.1679)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Coccinella trifasciata,"(38.440089, -122.768624)",2014,0,0,0,0,4,22,1,3,7,13,7,13,24,63,74,0,0,0,0,2,0,2,5,2,5,3,5,8,22,24,0,0,0,0,0,0,2,2,3,1,0,4,0,5,8,0,0,0,0,0,0,1,1,0,1,2,1,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,10,6,7,13,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,Coccinella trifasciata,"(37.002349, -121.973761)",2014,0,0,0,2,2,1,1,0,3,12,23,49,69,30,10,0,0,0,0,2,0,0,2,7,4,5,8,22,19,14,0,1,0,1,1,1,0,0,0,3,4,13,14,20,17,0,0,0,1,1,0,1,1,0,2,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,10,5,5,55,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Coccinella trifasciata,"(44.2829, -77.7963)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Coccinella trifasciata,"(46.2126312, -82.076217)",2014,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Coccinella trifasciata,"(44.273599, -73.94743)",2014,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Coccinella trifasciata,"(49.243335, -124.09195)",2014,0,0,0,0,0,0,0,0,0,3,2,1,1,6,7,0,0,0,0,0,0,3,2,0,2,0,5,6,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Coccinella trifasciata,"(47.48436, -92.46573)",2014,0,0,0,0,2,5,5,6,3,7,1,2,4,0,0,0,0,0,1,1,9,5,7,9,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3,2,0,0,0,0,0,0,0,0,0,2,5,3,8,2,1,0,1,3,0,0
221,Coccinella trifasciata,"(47.73068, -92.46179)",2014,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
222,Coccinella trifasciata,"(47.70979, -92.49881)",2014,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
223,Coccinella trifasciata,"(47.71716, -92.50331)",2014,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
224,Coccinella trifasciata,"(47.48391, -92.46591)",2014,0,0,0,0,2,5,5,6,3,7,1,2,4,0,0,0,0,0,1,1,9,5,7,9,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3,2,0,0,0,0,0,0,0,0,0,2,5,3,8,2,1,0,1,3,0,0
225,Coccinella trifasciata,"(47.19685, -92.60442)",2014,0,0,0,0,0,2,1,2,5,3,1,1,3,2,4,0,0,0,0,0,1,2,4,8,8,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,6,1,0,0,0,9,0,0,0,0,0,0,2,3,4,5,0,0,0,1,9
226,Coccinella trifasciata,"(47.48852, -92.45954)",2014,0,0,0,0,2,5,5,6,3,7,1,2,4,0,0,0,0,0,1,1,9,5,7,9,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3,2,0,0,0,0,0,0,0,0,0,2,5,3,8,2,1,0,1,3,0,0
227,Coccinella trifasciata,"(47.51119, -92.41498)",2014,0,0,0,0,2,5,5,5,4,6,1,2,4,0,0,0,0,0,1,1,8,5,7,11,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3,2,0,0,0,0,0,0,0,0,0,2,5,3,8,2,1,0,1,3,0,0
228,Coccinella trifasciata,"(47.47734, -92.76748)",2014,0,0,0,0,1,2,3,2,0,2,0,1,3,0,0,0,0,0,1,0,6,2,2,2,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0
229,Coccinella trifasciata,"(47.46934, -92.65301)",2014,0,0,0,0,2,7,6,6,2,7,0,2,4,0,0,0,0,0,1,0,9,6,7,7,3,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,3,2,0,0,0,0,0,0,0,0,0,2,5,2,6,2,1,0,1,3,0,0
230,Coccinella trifasciata,"(47.70989, -92.49859)",2014,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
231,Coccinella trifasciata,"(51.365, -116.528)",2014,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Coccinella trifasciata,"(51.36, -116.52)",2014,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Coccinella trifasciata,"(46.968825, -122.845011)",2014,1,0,0,1,0,0,1,1,0,0,3,6,2,1,3,0,0,0,0,0,0,0,1,0,1,0,19,14,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,7,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Coccinella trifasciata,"(47.171571, -122.383565)",2014,1,1,1,2,4,2,1,1,0,1,1,0,8,10,19,1,2,3,4,5,3,1,2,0,4,2,7,6,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,Coccinella trifasciata,"(47.0648994, -122.41021)",2014,1,1,1,1,1,1,0,1,0,0,1,0,6,8,9,1,2,2,2,2,1,0,0,0,1,2,2,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Coccinella trifasciata,"(51.36000061035156, -116.5199966430664)",2014,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Coccinella trifasciata,"(45.5117912, -122.67562)",2014,0,1,1,1,0,2,2,2,5,7,4,10,19,48,60,0,0,0,3,1,3,3,1,2,17,9,27,49,71,70,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,1,2,1,2,5,6,21,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,5,8,9,7,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5
238,Coccinella trifasciata,"(48.5197, -123.43)",2014,0,0,0,0,0,7,1,1,5,2,3,4,9,71,62,0,1,0,0,3,1,1,9,4,2,4,11,23,91,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,7,2,1,3,5,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239,Coccinella trifasciata,"(43.515202, -71.436077)",2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Coccinella trifasciata,"(37.9555206, -107.93063)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Coccinella trifasciata,"(38.2988586, -122.28521)",2014,0,0,0,0,0,0,0,9,0,7,2,4,4,24,39,0,0,0,0,3,0,0,1,1,1,3,1,2,8,9,0,0,0,0,0,0,0,2,0,2,0,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,6,6,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Coccinella trifasciata,"(37.7771186, -122.41963)",2014,1,0,1,0,4,9,24,39,24,69,81,113,125,151,109,0,0,2,0,4,6,7,14,18,42,61,68,103,124,79,0,0,0,1,2,2,8,25,9,27,15,23,32,42,35,0,0,0,0,2,0,1,0,9,4,11,13,17,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,5,12,8,26,14,24,62,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Coccinella trifasciata,"(44.1743938517, -77.3906340078)",2014,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,1,1,0,0,0,0,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Coccinella trifasciata,"(49.6552907884, -123.9217422189)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Coccinella trifasciata,"(38.205891, -122.518453)",2014,0,0,0,0,0,1,1,3,13,8,10,15,18,24,17,0,0,0,0,2,0,0,1,2,2,1,4,6,8,8,0,0,0,0,0,0,0,0,1,4,0,3,8,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Coccinella trifasciata,"(37.5051416667, -122.2885583333)",2014,1,0,0,2,0,4,2,17,13,13,24,51,45,65,50,0,0,1,0,1,9,0,3,5,19,15,21,31,47,50,0,0,0,0,0,3,3,4,5,4,3,23,17,23,26,0,0,0,1,0,2,2,0,0,1,2,3,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,9,12,10,10,7,34,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Coccinella trifasciata,"(38.613165, -122.788117)",2014,0,0,1,0,1,3,2,1,1,6,4,5,9,21,28,0,0,0,0,1,0,0,0,1,0,2,1,4,7,1,0,0,0,0,0,0,1,1,0,1,0,1,1,3,3,0,0,0,0,0,0,0,1,0,1,1,2,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,2,1,8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Coccinella trifasciata,"(44.2341612953, -77.3917293495)",2014,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,1,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Coccinella trifasciata,"(37.753868, -122.156405)",2014,1,1,1,1,2,1,1,11,6,11,19,34,26,38,34,0,1,2,2,2,3,4,14,6,28,20,45,51,54,61,0,1,1,1,2,0,3,8,3,3,6,8,22,20,11,1,0,1,1,2,0,0,1,0,4,4,4,9,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,3,21,5,41,43,47,97,95,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Coccinella trifasciata,"(37.503945, -122.286955)",2014,1,0,0,2,0,4,2,17,13,13,24,51,45,65,50,0,0,1,0,1,9,0,3,5,19,15,21,31,47,50,0,0,0,0,0,3,3,4,5,4,3,23,17,23,26,0,0,0,1,0,2,2,0,0,1,2,3,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,9,12,10,10,7,34,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Coccinella trifasciata,"(37.5039466667, -122.2869716667)",2014,1,0,0,2,0,4,2,17,13,13,24,51,45,65,50,0,0,1,0,1,9,0,3,5,19,15,21,31,47,50,0,0,0,0,0,3,3,4,5,4,3,23,17,23,26,0,0,0,1,0,2,2,0,0,1,2,3,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,9,12,10,10,7,34,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Coccinella trifasciata,"(37.830612, -122.527599)",2014,1,0,0,0,2,8,20,32,18,49,68,98,112,107,84,0,0,2,0,2,4,5,6,16,22,54,36,60,90,47,0,0,0,1,0,2,7,19,7,19,14,16,20,19,30,0,0,0,0,0,0,1,1,9,1,3,10,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,4,5,9,10,11,19,20,78,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Coccinella trifasciata,"(38.418737, -122.812643)",2014,0,0,0,0,3,21,1,2,4,13,4,12,22,64,70,0,0,0,0,2,0,2,5,2,4,3,5,9,24,24,0,0,0,0,0,0,1,1,2,1,0,4,1,5,8,0,0,0,0,0,0,1,1,0,1,2,0,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,5,3,9,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,Coccinella trifasciata,"(51.37, -116.53)",2014,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Coccinella trifasciata,"(46.1934865612, -64.4828796387)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
